id,section,difficulty,question_no,type,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,answer,source_answer,validation_note,validation_source,source_file
S010Q10,10,easy,10,SE,"Noise suppression in phones can play an important role in making cellphone networks more efficient, since when sounds that are _____ to the meaningful signal are transmitted, precious network band width is wasted.",unsuitable,detrimental,irrelevant,confined,limited,extraneous,,,,C|F,C|F,,,TCSE_1-50.pdf
S011Q01,11,easy,1,TC1,"The title of her final and unfinished film, Escape, was _____: indeed while shooting it, she was preoccupied with thoughts of desertion.",quixotic,apt,misleading,inconsequential,uncharacteristic,,,,,B,B,,,TCSE_1-50.pdf
S011Q02,11,easy,2,TC1,"This is neither praise nor criticism, neither a compliment nor _____, just an observation.",an exposition,an elucidation,an animadversion,a culmination,a divination,,,,,C,C,,,TCSE_1-50.pdf
S011Q03,11,easy,3,TC2,"The national bank has been uncommonly powerful in comparison to its counterparts in other nations. It retains this potency partly because its control of the nation’s banking system is (i)_____ governmental interference, and thus its actions remain largely (ii)_____.",unencumbered by,replete with,hindered by,compulsory,discretionary,bureaucratic,,,,A|E,A|E,,,TCSE_1-50.pdf
S011Q04,11,easy,4,TC2,"Mr. Billington, at times, can be a (i)_____. For instance, he deplores the Royal Shakespeare Company’s eight-and-a-half hour version of Nicholas Nickelby, which many found (ii)_____.",naysayer,pushover,braggart,perplexing,unpredictable,absorbing,,,,A|F,A|F,,,TCSE_1-50.pdf
S011Q05,11,easy,5,TC2,"At Cerro Portezuelo, the task of separating grinding tools from the larger collection of excavated stone objects was (i)_____ the ancient practice of recycling grinding tool fragments for building materials, hammer stones, and other purposes that (ii)_____ their original use.",complicated by,important to,independent from,complemented,obscured,underscored,,,,A|E,A|E,,,TCSE_1-50.pdf
S011Q06,11,easy,6,TC3,"To label Hamilton a foreigner because he was born outside what later became the United States is to assume anachronistically the existence of the nation before the fact. It is true that Hamilton came to believe that he was a (i)_____ the United States, but his (ii)_____ was stemmed not from his (iii)_____ but from his confrontation with American democracy, which he considered to be a disease afflicting the nation.",symbol of,stranger in,citizen of,alienation,ambition,patriotism,ideology,profession,birthplace,B|D|I,B|D|I,,,TCSE_1-50.pdf
S011Q07,11,easy,7,SE,"Changes made to ecosystem in order to achieve a goal, such as food production or flood control, often _____ significant unforeseen trade-offs between other important products and service the ecosystems provide.",predict,delay,foretell,obscure,yield,engender,,,,E|F,E|F,,,TCSE_1-50.pdf
S011Q08,11,easy,8,SE,The union states its position polemically; its leader say they are fighting to save good jobs while ______ corporations replace full-time workers with part-time ones in order to cut down on both wages and benefits.,precarious,enterprising,rapacious,troubled,influential,avaricious,,,,C|F,C|F,,,TCSE_1-50.pdf
S011Q09,11,easy,9,SE,"When the atmosphere over the city is at its best, it is peculiarly _____, and this clarity seems to distill this very special beauty of the place.",limpid,acute,calm,sharp,pellucid,tranquil,,,,A|E,A|E,,,TCSE_1-50.pdf
S011Q10,11,easy,10,SE,"The book brings together many valuable reports on conservation projects, but with less variety than might have been wished: nearly half the contributions are from the same state, and consequently, the case studies are similarly _____ geographically.",rudimentary,interdependent,interrelated,complex,heterogeneous,dissimilar,,,,B|C,B|C,,,TCSE_1-50.pdf
S012Q01,12,easy,1,TC1,The identity of hominid remains found in a cave in the Altai Mountains was _____ until Paabo and his colleagues ended the speculation by showing that DNA sequences indicated the bones belonged to Neanderthals.,extraneous,conjectural,improbable,demonstrable,consistent,,,,,B,B,,,TCSE_1-50.pdf
S012Q02,12,easy,2,TC1,"In a production process that is complex and often unpredictable, roles that start out discretely defined may become quite _____.",confused,perfunctory,independent,overt,exacting,,,,,A,A,,,TCSE_1-50.pdf
S012Q03,12,easy,3,TC2,"Tagore had a sharply defined sense of the (i)_____ of scientific inquiry. The fact that science dealt in statistics and numbers, that its logic was probabilistic, meant that the domain of moral questions (ii)_____ it: moral questions, for Tagore, required certainties, not probabilities.",irrationality,limits,futility,guarded over,lay outside,was subject to,,,,B|E,B|E,,,TCSE_1-50.pdf
S012Q04,12,easy,4,TC2,"The author suggests that cinema archives should become more like museums, justifying their existence by selecting, grouping and commenting on important films. By thus (i)_____ films, archives would not only serve as repositories but would provide (ii)_____ as well.",improving,restoring,interpreting,conservation,education,income,,,,C|E,C|E,,,TCSE_1-50.pdf
S012Q05,12,easy,5,TC2,"Although Professor Pearson’s colleagues often complained that he was (i)_____, his friends were quick to defend him from this charge of (ii)_____.",importunate,garrulous,mercurial,inconstancy,dishonest,partiality,,,,C|D,C|D,,,TCSE_1-50.pdf
S012Q06,12,easy,6,TC3,"Just because, as a photographer, Friedlander (i)_____ places that most people consider ugly does not mean that he is out to prove they are beautiful. Instead, his work suggests that the photographer simply cannot ignore so much of the built American landscape but is obligated to (ii)_____ what we pass through day in and day out, regardless of (iii)_____.",tends to avoid,is harshly critical of,is interested in,document,emulate,discredit,authenticity,truthfulness,aesthetics,C|D|I,C|D|I,,,TCSE_1-50.pdf
S012Q07,12,easy,7,SE,"For those of us who have been intoxicated by the power and potential of mathematics, the mystery isn’t why that fascination developed but why it isn’t _____.",advantageous,discounted,prevalent,undervalued,celebrated,widespread,,,,C|F,C|F,,,TCSE_1-50.pdf
S012Q08,12,easy,8,SE,The nation’s robust economic performance could be _____ by the persistent flaws in its economic institutions and structure that are the result of half-finished and misguided government policies.,neutralized,concealed,undermined,impaired,obscured,outstripped,,,,C|D,C|D,,,TCSE_1-50.pdf
S012Q09,12,easy,9,SE,"An abundance of nutrient-rich pollution in estuaries causes algae to _____, much as houseplants grow better when their soil contains added fertilizer.",abound,proliferate,stagnate,coalesce,collect,diversify,,,,A|B,A|B,,,TCSE_1-50.pdf
S012Q10,12,easy,10,SE,"Taking to the mountains to escape the chaos occasioned by the collapse of the ruling dynasty, artists looked to nature for _____ and a serenity not evident in human society.",an order,a stability,a fragility,a decadence,an interaction,a degeneracy,,,,A|B,A|B,,,TCSE_1-50.pdf
S013Q01,13,easy,1,TC1,"Because people expect theater directors to be authoritarians, many were surprised that Clark was so _____.",histrionic,megalomaniacal,egalitarian,indolent,charismatic,,,,,C,C,,,TCSE_1-50.pdf
S013Q02,13,easy,2,TC1,The students’ _____ natures were in sharp contrast to the imperturbable dispositions of their teacher.,volatile,duplicitous,apathetic,cunning,blithe,,,,,A,A,,,TCSE_1-50.pdf
S013Q03,13,easy,3,TC2,"In a federally governed country, a regional government can function as a (i)_____ for the entire nation—a setting in which new ideas under consideration for national implementation are (ii)_____ without having to involve the country as a whole.",laboratory,catalyst,standard,dispersed,undermined,tried,,,,A|F,A|F,,,TCSE_1-50.pdf
S013Q04,13,easy,4,TC2,"Conventional deposits of oil and gas are actually the final resting place of far-traveled hydrocarbons that were (i)_____ deeper source beds of organic-rich rock. By contrast, shale gas (ii)_____ its birthplace, remaining in the source bed whose organic matter produced the gas.",trapped in,generated in,bound for,never leaves,swiftly escapes from,rarely stays in,,,,B|D,B|D,,,TCSE_1-50.pdf
S013Q05,13,easy,5,TC2,"Despite dispute between the sisters lasted all summer, Megan remained (i)_____ and Laruen was equally (ii)_____.",intransigent,feckless,munificent,indolent,uncompromising,taciturn,,,,A|E,A|E,,,TCSE_1-50.pdf
S013Q06,13,easy,6,TC3,"In a view of 17 studies from 2008, Trudeau and Shephard concluded that reserving up to an hour a day for (i)_____ in school curricula does not (ii)_____ academic achievement. In fact, they noted that more exercise often (iii)_____ school performance, despite the time it took away from reading, writing, and arithmetic.",physical activity,leisure time,open study,contribute to,detract from,correlate with,diminished,augmented,counteracted,A|E|H,A|E|H,,,TCSE_1-50.pdf
S013Q07,13,easy,7,SE,"The Great Lakes wolf is a _____, stumping scientists as to whether it is a subspecies of the gray wolf or a distinct species.",prototype,riddle,paragon,model,legend,conundrum,,,,B|F,B|F,,,TCSE_1-50.pdf
S013Q08,13,easy,8,SE,The book aims to illuminate how science has changed the meaning of nothingness from _____ philosophical concept to something we can almost put under a microscope.,a tangible,a palpable,a nebulous,a nettlesome,an incontrovertible,a vague,,,,C|F,C|F,,,TCSE_1-50.pdf
S013Q09,13,easy,9,SE,"Readers have long considered Lawd Today! , Richard Wright’s first written and last published novel, _____; the novel simply seems inconsistent with the image of what a Wright text should do or be.",an artifact,a prototype,an anomaly,a mainstay,an aberration,a model,,,,C|E,C|E,,,TCSE_1-50.pdf
S013Q10,13,easy,10,SE,It is hardly _____ for today’s film to try to blur the boundaries between the moral and the immoral. Hollywood has been doing that since at least the 1960s.,entertaining,original,novel,pertinent,relevant,insightful,,,,B|C,B|C,,,TCSE_1-50.pdf
S014Q01,14,easy,1,TC1,"Despite the neighborhood’s lingering reputation for _____, it has in fact become increasingly varied in its architecture and demographics.",boisterousness,unpretentiousness,idiosyncrasy,accessibility,homogeneity,,,,,E,E,,,TCSE_1-50.pdf
S014Q02,14,easy,2,TC1,That Seiberg and Witten lack celebrity can be explained by the _____ nature of their pursuit: the mathematical exploration of four-dimensional space.,pedestrian,esoteric,compelling,global,univocal,,,,,B,B,,,TCSE_1-50.pdf
S014Q03,14,easy,3,TC2,"World demand for oil had been intensified, but it slackened because China’s surge in oil consumption had (i)_____. Moreover, high oil price had themselves started to act as a short-term (ii)_____ the global economy, thus further dampening demand.",spread,commenced,slowed,spur to,drag on,panacea for,,,,C|E,C|E,,,TCSE_1-50.pdf
S014Q04,14,easy,4,TC2,"Despite the fact that the book promises a complete rethinking of the factors contributing to the conflict, the picture that the book paints is (i)_____: in identifying cause, it is more orthodox than (ii)_____.",obscure,detailed,familiar,restrictive,revisionist,enigmatic,,,,C|E,C|E,,,TCSE_1-50.pdf
S014Q05,14,easy,5,TC2,"Collecting such fragment of contemporary popular culture as postcards, newspaper clippings, and wallpaper patterns, Susan Hiller transforms these seemingly (i)_____ artifacts into objective (ii)_____ by making them the centerpieces in her compositions.",extravagant,trivial,archaic,importance,uniformity,banality,,,,B|D,B|D,,,TCSE_1-50.pdf
S014Q06,14,easy,6,TC3,"Gravitational waves—ripples in the geometry of space-time—are analogous to electromagnetic waves. The challenge in trying to observe these waves directly is that they are extremely weak. To make waves large enough to be (i)_____, the most (ii)_____ events in the universe are required: supernova explosions, the formation of black holes, or the collision of stars. Even so, the effects are (iii)_____. The geometry changes so little that a distance of several kilometers changes by less than the diameter of a proton.",detectable,usable,explicable,obvious,subtle,violent,masked,disastrous,minuscule,A|F|I,A|F|I,,,TCSE_1-50.pdf
